requirement_id,legacy_source,ilaten_requirement,current_ilaios_canonical_equivalent,repository_implementation_evidence,status
ILATEN-06200,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29025,"Service discovery shall provide stable, environment-bound names without turning names into authorization. Every service shall authenticate and authorize sensitive calls regardless of discovery source.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06201,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29027,"Namespaces, search domains, aliases, external names, and dynamic endpoints shall be governed to prevent cross-tenant confusion, traffic capture, stale destinations, and unapproved external routing.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06202,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29029,"DNS and service-discovery dependencies shall have availability, cache, expiry, poisoning, monitoring, and recovery treatment. A successful name resolution does not prove destination identity.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06203,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29033,"A service mesh is optional and shall not be adopted as a universal requirement. Where used, it may support workload authentication, encryption, traffic policy, observability, retries, or progressive delivery, but it becomes a privileged dependency.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06204,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29035,"Mesh identity, certificate authority, sidecar or node proxy, control plane, policy, upgrade, resource, failure, bypass, observability, and recovery shall be governed. The mesh shall not become the ILATEN business Policy Engine.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06205,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29037,"Automatic retries and traffic shifting shall not duplicate non-idempotent actions, change provider or region eligibility, bypass Tool Gateway correlation, or conceal validation failure. Application semantics remain authoritative.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06206,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29041,"Non-sensitive workload configuration shall be versioned and separated from secret material. Effective configuration includes orchestration defaults, admission mutation, mounted data, environment values, operator-generated resources, and provider integrations.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06207,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29043,"Kubernetes Secret objects or equivalent facilities are delivery mechanisms, not complete secret-management strategies. Base64 representation is not encryption. Profiles using Kubernetes Secrets shall require encryption at rest where applicable, least-privilege API access, restricted workload exposure, rotation, revocation, backup treatment, audit, and optional external secret integration according to Section 3.4.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06208,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29045,"Secrets shall not be embedded in manifests, images, logs, events, command arguments, annotations, labels, status fields, generated plans, or general configuration. Secret values shall be resolved only for eligible workloads and shall not persist longer than required.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06209,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29047,"Config and secret updates shall define whether workloads reload, restart, roll out, or remain pinned. A mutable reference shall not change production behavior silently.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06210,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29051,"Workload controller type shall match the intended lifecycle and state semantics. Long-running services, stateful services, node-local functions, finite jobs, scheduled jobs, and restricted task workers require different control and recovery behavior.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06211,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29055,"Controller revisions, histories, rollout strategies, surge, unavailability, rollback, and retention shall be governed. Retained histories shall not expose secrets or create indefinite storage.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06212,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29057,Custom controllers shall reconcile only their authorized resources and shall not become hidden cross-component mutation paths.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06213,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29061,"Batch and scheduled workloads shall have explicit owner, purpose, tenant, environment, identity, schedule, concurrency, timeout, retry, backoff, deadline, resource, data, tool, output, validation, evidence, and retention.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06214,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29063,A Kubernetes Job or scheduled workload shall not serve as an alternate path around the Task Orchestrator and Tool Gateway for governed business action. Infrastructure maintenance jobs remain governed administrative changes within their own authority.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06215,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29065,Retries shall account for external side effects and idempotency. A restarted Pod or repeated Job shall not repeat an irreversible action without current capability and state reconciliation.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06216,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29067,Expired or suspended tasks shall not execute merely because a queued or scheduled object remains present. Current ILATEN authority shall be revalidated at the enforcement boundary.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06217,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29071,"Restricted Execution Workers shall use isolated namespaces, identities, network, node eligibility, volumes, security profiles, resource limits, runtime, and lifecycle appropriate to the risk.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06218,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29073,"Workers shall receive only the task-specific capability, approved inputs, tools, destinations, credentials, and duration. They shall not receive cluster-admin rights, unrestricted Kubernetes API access, signing keys, general cloud credentials, other tenant data, Trust Core mutation authority, or direct Control Plane database access.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06219,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29075,"Ephemeral execution is preferred for untrusted or high-risk tasks. Completion shall trigger controlled output collection, validation correlation, credential revocation, volume cleanup, network termination, evidence recording, and worker destruction or verified reset.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06220,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29077,The Kubernetes scheduler and controller may create the worker only after the ILATEN execution path has issued the required authority. Merely creating a Pod shall not create a business capability.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06221,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29081,"Locally hosted model workloads may require accelerator nodes, large memory, specialized runtimes, model storage, and high-throughput networking. Their Orchestration Profile shall preserve model identity, version, provider or source, evaluation, tenant, data, cache, key, route, capacity, monitoring, and retirement.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06222,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29083,Accelerator scheduling shall use protected node labels and quotas. One tenant or workload shall not exhaust shared accelerator capacity or access another tenant's model cache or memory.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06223,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29089,"Stateful orchestration shall preserve semantic ownership, consistency, identity, encryption, backup, restore, migration, deletion, and failure behavior. A stable Pod name or volume claim does not by itself establish application consistency.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06224,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29091,"Storage classes, drivers, snapshots, expansion, topology, reclaim, retention, encryption, and access modes shall be approved by data class and Deployment Profile. Dynamic provisioning shall not place protected data in an ineligible region, account, key boundary, or storage tier.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06225,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29093,"Volume reuse and deletion shall prevent residual tenant data. Reclaim behavior shall be explicit. Snapshot and clone operations are controlled data-copy events and require authorization, tenant, region, retention, and evidence.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06226,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29099,"Health mechanisms shall distinguish process liveness, startup completion, traffic readiness, dependency readiness, degraded assurance, and business correctness.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06227,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29101,"Liveness failure may restart a process but shall not create an indefinite crash loop, duplicate external effect, or conceal a persistent defect. Readiness shall prevent traffic when the workload cannot safely serve its declared contract. Startup checks shall protect slow initialization without masking failure.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06228,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29103,"Health endpoints shall not expose secrets, protected configuration, tenant data, internal topology, or exploitable detail. They shall be authenticated or restricted where necessary.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06229,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29109,"Availability design shall consider replicas, topology, control-plane availability, node pools, storage, network, identity, admission, registries, keys, providers, validation, audit, evidence, and customer dependencies.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06230,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29111,Disruption controls may protect minimum available capacity during voluntary maintenance. They do not guarantee availability during involuntary failure and shall not block critical security or emergency action indefinitely.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06231,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29113,"Node draining, maintenance, autoscaling, upgrades, and consolidation shall respect workload termination, graceful shutdown, external side effects, state, evidence flushing, and maximum disruption.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06232,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29115,"Termination grace shall be bounded. A workload that cannot terminate safely requires explicit reconciliation, fencing, and recovery rather than unlimited delay or forced duplicate action.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06233,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29119,"Kubernetes distribution, control-plane, node, runtime, network, storage, ingress, policy, operator, webhook, and client versions shall follow an approved compatibility matrix and supported lifecycle.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06234,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29121,"Version-skew rules shall be verified for the exact distribution and component set. A provider-supported control plane does not guarantee that nodes, extensions, clients, or workloads are compatible.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06235,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29123,"Upgrades shall use an approved plan, prerequisites, backups, capacity, disruption limits, staged rollout, validation, observation, abort conditions, rollback or forward-recovery, customer communication, and evidence.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06236,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29125,"Deprecated or removed APIs shall be detected before upgrade. Stored manifests, generated resources, custom resources, webhooks, policies, and automation shall be assessed. An API conversion that succeeds syntactically may still change semantics.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06237,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29127,"Security-supported version windows shall be explicit. Unsupported clusters or extensions shall be restricted, upgraded, isolated, or retired; they shall not remain in production solely because migration is difficult.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06238,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29131,"Desired cluster and workload state shall be represented through controlled, versioned definitions to the maximum practical extent. Reconciliation may automate convergence only within an approved authority boundary.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06239,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29133,"The reconciliation source, identity, scope, credentials, admission, diff, apply, prune, retry, rollback, and evidence shall be governed. A repository commit or generated manifest does not authorize production application by itself.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06240,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29135,"Drift detection shall identify unauthorized, emergency, provider-generated, operator-generated, and runtime changes. Automated correction shall not overwrite an active incident containment, authorized emergency change, current customer authority, or data-preservation measure without conflict handling.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06241,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29137,"Direct manual change is prohibited outside approved emergency, recovery, or diagnostic processes. Such change shall be recorded, validated, and reconciled into the authoritative definition or reverted.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06242,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29143,"Custom resource status is not automatically an authoritative ILATEN business record. Controllers shall not create hidden policy, approval, capability, execution, validation, audit, or evidence state.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06243,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29145,"Operator permissions shall be limited to required resources and namespaces. Cluster-wide watch or mutation requires justification. Controllers shall handle duplicate events, replay, partial state, deletion, finalizers, and unavailable dependencies safely.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06244,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29147,Admission and conversion webhooks shall have bounded timeout and failure policy. A dependency loop that prevents cluster recovery or upgrade shall be avoided and tested.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06245,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29151,"Only approved, immutable, integrity-identified container artifacts shall be admitted for governed environments. Mutable tags may support human navigation but shall not be the sole deployment identity.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06246,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29153,"Registry access shall use least-privilege workload or node identity, approved regions, transport protection, retention, availability, and incident controls. Pull credentials shall not grant artifact publication or deletion authority.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06247,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29155,"Artifact provenance, signature or equivalent integrity, vulnerability state, license, policy, release, and deployment eligibility shall be evaluated through applicable Quality Gates. A signed image is not automatically approved for release or production.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06248,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29161,"Orchestration observability shall cover control-plane health, API behavior, admission, authorization, scheduling, controller reconciliation, nodes, workloads, networking, storage, resource usage, autoscaling, disruption, upgrades, configuration, security events, and cost.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06249,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29165,"Telemetry shall preserve cluster, namespace, workload, node, environment, tenant or approved shared scope, artifact, controller, version, and correlation where applicable. It shall minimize customer content, secrets, tokens, model input and output, repository data, and security-sensitive topology.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06250,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29167,"Metrics, logs, traces, and events shall have bounded cardinality, access, retention, and cost. Tenant labels and annotations shall not be trusted blindly for security or billing attribution.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06251,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29173,"Material orchestration events shall be correlated with canonical task, change, release, deployment, incident, recovery, and evidence records. Relevant events include cluster qualification, identity change, role change, admission change, workload deployment, artifact change, privileged execution, policy downgrade, secret access, node change, network change, failed gate, rollback, recovery, and retirement.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06252,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29175,"Audit Engine and Evidence Chain controls operate continuously. An asynchronous collection path shall define durability, ordering, buffering, backpressure, loss detection, gap handling, retry, duplicate handling, reconciliation, and degraded operation.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06253,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29177,Kubernetes event retention is not sufficient evidence retention. Events can be transient and implementation-dependent. Material evidence shall be captured through approved durable records with source and limitations.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06254,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29179,"No workload, controller, deployment system, or cluster administrator shall be able to rewrite accepted ILATEN history silently.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06255,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29183,Container deployment and orchestration success shall be independently validated according to impact. Validation shall cover effective configuration and observed behavior rather than manifests alone.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06256,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29187,"The deployment controller, scheduler, operator, or workload shall not be the sole validator of its own success. Where infrastructure is customer-controlled, customer evidence and ILATEN evidence shall be combined according to shared responsibility without fabricating independence.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06257,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29189,Failed or inconclusive validation shall block acceptance or constrain the workload. A successful rollout status is not a substitute.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06258,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29193,"The Orchestration Profile shall define which cluster state is backed up, which application state is backed up separately, who owns each backup, where it is stored, how it is encrypted, and how restore is validated.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06259,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29195,"Cluster backup shall include required resource definitions, custom resources, extension configuration, trust configuration, and control-plane state according to the distribution and responsibility model. It shall not be assumed to capture application-consistent persistent data.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06260,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29197,"Restore shall prevent duplicate active cluster identity, stale credentials, revoked access, deleted data revival, unsafe workload scheduling, and conflicting controllers. Current policy, keys, revocation, retention, provider, and artifact eligibility shall be applied.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06261,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29199,"Disaster recovery shall validate control-plane recovery, node capacity, network, storage, identity, admission, secret resolution, registry access, workloads, audit, evidence, and external effects. Provider snapshot success alone is insufficient.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06262,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29203,"Security monitoring shall address unauthorized API access, suspicious role binding, service-account abuse, secret access, privileged workload admission, host access, node compromise, workload escape, cross-namespace traffic, unexpected egress, artifact change, admission bypass, controller compromise, crypto-mining, resource abuse, and audit disruption.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06263,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29207,Containment shall consider business side effects and evidence. Deleting a Pod or node may destroy volatile evidence or trigger rescheduling and duplicate action. Response procedures shall define safe sequencing.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06264,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29209,"Provider, customer, and ILATEN incident roles shall follow the Deployment Profile. A managed Kubernetes provider's incident determination does not determine ILATEN's customer or product impact.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06265,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29213,"Customer-controlled Kubernetes shall preserve artifact, configuration, identity, admission, security, network, storage, audit, evidence, backup, upgrade, and support requirements while recognizing customer infrastructure authority.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06266,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29215,"ILATEN shall define supported distributions, releases, extensions, node platforms, storage, network capabilities, and minimum evidence. Unknown or modified clusters may be unsupported or constrained.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06267,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29217,Hybrid clusters or split deployments shall preserve authenticated boundaries and shall not expose hosted Control Plane or evidence systems to unrestricted customer cluster access. Local workers use constrained Tool Gateway paths.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06268,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29219,"Isolated Kubernetes profiles require local artifact registries, trust anchors, identity, policy, admission, vulnerability information, updates, time, audit, evidence, backup, and recovery. Staleness limits and offline package custody shall be explicit.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06269,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29221,Customer cluster administrators cannot waive canonical ILATEN controls while claiming supported product conformance. ILATEN release approval does not replace customer cluster change authority.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06270,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29227,"Fleet management may distribute policy, artifacts, configuration, observability, or updates, but it becomes a privileged dependency. It shall not create a global bypass around cluster admission, tenant boundaries, customer authority, or regional restrictions.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06271,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29229,"Cross-cluster service discovery, traffic, data replication, failover, workload movement, and evidence correlation require explicit authorization and failure semantics. Cluster failover shall not duplicate external action or create conflicting task and evidence history.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06272,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29231,A management cluster shall not host ordinary untrusted workloads. Compromise of one member cluster shall not automatically grant authority over the fleet.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06273,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29235,"Cluster cost shall be attributable to environment, workload, tenant or approved shared scope, node pool, storage, network, accelerator, provider, support, and idle capacity where appropriate.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06274,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29237,"Optimization may include scheduling, rightsizing, autoscaling, reservations, consolidation, workload timing, topology, and lifecycle. It shall not weaken availability, tenant isolation, restricted execution, security monitoring, evidence, backup, recovery, or region eligibility.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06275,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29239,"Spot, interruptible, or otherwise reclaimable capacity may be used only for eligible workloads with termination, retry, state, validation, evidence, and external-side-effect controls. It shall not host a critical workload merely because it is inexpensive.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06276,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29241,"Orphaned resources, namespaces, volumes, load balancers, identities, secrets, snapshots, and reservations shall be detected and governed. Automated cleanup shall respect retention, legal hold, incident, and recovery state.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06277,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29253,Container orchestration governance shall assign accountable ownership for:,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06278,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29274,"A registered Single-Maintainer Bootstrap Profile may temporarily combine Orchestration Profile design, cluster administration, workload deployment, security configuration, validation coordination, upgrade, backup, and incident roles. The absence of independence shall be recorded and shall not be represented as two-person administration, independent validation, dual control, or Enterprise separation of duties.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06279,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29276,The bootstrap profile shall maintain:,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06280,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29288,"The bootstrap profile cannot waive tenant isolation, deterministic ILATEN policy, Tool Gateway control, Validation Pipeline independence, workload security, audit, evidence, secrets, backup, recovery, or customer authority. Continued one-person cluster administration shall not become a permanent Enterprise control through inaction.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06281,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29292,"Container Orchestration Quality Gates shall include, according to impact:",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06282,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29294,"- canonical architecture, Deployment Profile, Orchestration Profile, and ADR conformance;",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06283,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29295,"- registered cluster identity, owner, provider, environment, region, tenant model, version, and lifecycle;",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06284,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29296,"- Kubernetes distribution, control-plane, node, runtime, extension, and client compatibility;",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-06285,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:29297,"- API exposure, authentication, privileged access, recovery, and break-glass controls;",NONE,NONE,MISSING_DOCUMENTATION
